headphoneName,batteryLabel,batteryScore,comfortLabel,comfortScore,noisecancellationLabel,noisecancellationScore,soundqualityLabel,soundqualityScore
Beats Fit Pro Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Beats Fit Pro Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Beats Fit Pro Earbuds,NA,0.0,NA,0.0,NA,0.0,Positive,0.9975445866584778
Beats Fit Pro Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Beats Fit Pro Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Beats Fit Pro Earbuds,NA,0.0,Negative,0.9766298532485962,NA,0.0,NA,0.0
Beats Fit Pro Earbuds,Negative,0.9797865152359009,Negative,0.9800102114677429,NA,0.0,NA,0.0
Beats Fit Pro Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Beats Fit Pro Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Beats Fit Pro Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Beats Fit Pro Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Beats Fit Pro Earbuds,NA,0.0,NA,0.0,NA,0.0,Negative,0.994114100933075
Beats Fit Pro Earbuds,Negative,0.9910097122192383,NA,0.0,NA,0.0,NA,0.0
Beats Fit Pro Earbuds,Positive,0.9938136339187622,NA,0.0,Positive,0.9969412684440613,NA,0.0
Beats Fit Pro Earbuds,Negative,0.9925566911697388,NA,0.0,Positive,0.9937997460365295,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Negative,0.5038661956787109,Positive,0.6600605845451355
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,Negative,0.9661346673965454
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Negative,0.9126393795013428,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Negative,0.979558527469635,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Positive,0.9963854551315308,Positive,0.9927650094032288
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Positive,0.9947149157524109,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,Positive,0.7016148567199707
AirPods Pro 2 Earbuds,Negative,0.8592802286148071,NA,0.0,Negative,0.6672677993774414,Negative,0.5344906449317932
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Positive,0.5870415568351746,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,Positive,0.8124966025352478,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,Positive,0.7594019174575806
AirPods Pro 2 Earbuds,NA,0.0,Positive,0.8211207985877991,Positive,0.9368243217468262,Negative,0.470319539308548
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Positive,0.9708142876625061,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,Positive,0.9972068667411804
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Negative,0.9953900575637817,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Negative,0.5090834498405457,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,Positive,0.9930817484855652,NA,0.0,Positive,0.9960060715675354
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Positive,0.9943652153015137,Positive,0.9949617385864258
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Positive,0.9561973214149475,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Positive,0.9674091339111328,Positive,0.9015190005302429
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Positive,0.9398556351661682,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,Negative,0.5235082507133484,NA,0.0,Positive,0.7602500915527344,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Positive,0.9938176274299622,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods Pro 2 Earbuds,NA,0.0,NA,0.0,Positive,0.6311609148979187,NA,0.0
Sony Linkbuds S,NA,0.0,Positive,0.9228723645210266,Negative,0.9509997367858887,NA,0.0
Sony Linkbuds S,Positive,0.8661175966262817,Positive,0.8668976426124573,NA,0.0,Positive,0.8904537558555603
Sony Linkbuds S,NA,0.0,Positive,0.9977462887763977,NA,0.0,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,Positive,0.9831923842430115,NA,0.0
Sony Linkbuds S,Positive,0.8172225952148438,NA,0.0,Positive,0.992095947265625,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds S,Negative,0.9447667002677917,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,Positive,0.9829907417297363,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds S,Negative,0.9331197142601013,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,Negative,0.9847322106361389,NA,0.0
Sony Linkbuds S,NA,0.0,Negative,0.9960494637489319,NA,0.0,NA,0.0
Sony Linkbuds S,NA,0.0,Negative,0.7354071140289307,Negative,0.8914663195610046,NA,0.0
Sony Linkbuds S,NA,0.0,Positive,0.9195151329040527,NA,0.0,Positive,0.9893670678138733
Sony Linkbuds S,Negative,0.98162442445755,NA,0.0,Positive,0.9732699394226074,NA,0.0
Sony Linkbuds S,Positive,0.8931035995483398,Positive,0.6662210822105408,Positive,0.6543933153152466,Positive,0.8579367399215698
Sony Linkbuds S,NA,0.0,NA,0.0,NA,0.0,Neutral,0.6083058714866638
Sony Linkbuds S,NA,0.0,NA,0.0,Positive,0.7863352298736572,Positive,0.78464674949646
Sony Linkbuds S,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds S,Positive,0.7812249660491943,Positive,0.8056632280349731,Positive,0.7634419202804565,NA,0.0
Sony Linkbuds S,Negative,0.6934032440185547,NA,0.0,Negative,0.6542511582374573,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds S,Negative,0.49839553236961365,NA,0.0,Negative,0.4236903488636017,NA,0.0
Sony Linkbuds S,Negative,0.5767870545387268,NA,0.0,Negative,0.5934481620788574,NA,0.0
Sony Linkbuds S,Positive,0.48535972833633423,Positive,0.8226929903030396,Positive,0.8494707942008972,Positive,0.8120871186256409
Sony Linkbuds S,NA,0.0,Positive,0.9043209552764893,Positive,0.9361391663551331,NA,0.0
Sony Linkbuds S,Negative,0.7446946501731873,NA,0.0,Positive,0.9187013506889343,Positive,0.9816098213195801
Sony Linkbuds S,NA,0.0,NA,0.0,Positive,0.8525003790855408,Positive,0.893203854560852
Sony Linkbuds S,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds S,Negative,0.9652379751205444,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,Negative,0.9712347388267517,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,NA,0.0,Negative,0.9253093004226685
Sony Linkbuds S,NA,0.0,NA,0.0,NA,0.0,Negative,0.6624383330345154
Sony Linkbuds S,NA,0.0,Negative,0.7957779169082642,NA,0.0,NA,0.0
Sony Linkbuds S,NA,0.0,Negative,0.9327185750007629,NA,0.0,Negative,0.9598941206932068
Sony Linkbuds S,NA,0.0,NA,0.0,Negative,0.9800611734390259,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,Negative,0.9964126944541931,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds S,Negative,0.9364954233169556,NA,0.0,Negative,0.906558632850647,NA,0.0
Sony Linkbuds S,NA,0.0,Negative,0.7095931768417358,NA,0.0,Negative,0.807416558265686
Sony Linkbuds S,Negative,0.9657232165336609,Positive,0.8948732614517212,Positive,0.8931741118431091,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,Positive,0.9892598390579224,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,Positive,0.9910964965820312,NA,0.0
Sony Linkbuds S,NA,0.0,NA,0.0,NA,0.0,Positive,0.8911531567573547
Sony Linkbuds S,NA,0.0,NA,0.0,Positive,0.9711276888847351,Positive,0.968602180480957
Sony Linkbuds S,NA,0.0,NA,0.0,Positive,0.9418430328369141,Negative,0.9920030832290649
Sony Linkbuds original,Negative,0.9268839955329895,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,Negative,0.9404178261756897,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,Negative,0.603492021560669,NA,0.0,NA,0.0,Positive,0.7548927068710327
Sony Linkbuds original,Negative,0.9367238879203796,NA,0.0,Negative,0.9449982047080994,Negative,0.9701456427574158
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,Negative,0.6387045383453369,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,Negative,0.611240565776825,NA,0.0,NA,0.0,Positive,0.920301616191864
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,Negative,0.9703483581542969,Negative,0.9799275398254395,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,Negative,0.9357749819755554
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,Positive,0.5590146780014038,Positive,0.5305402278900146,Negative,0.5071566104888916,Positive,0.5581210255622864
Sony Linkbuds original,NA,0.0,Positive,0.8062111139297485,NA,0.0,NA,0.0
Sony Linkbuds original,Negative,0.9697728753089905,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,Negative,0.5799790024757385,Negative,0.571174681186676,NA,0.0,NA,0.0
Sony Linkbuds original,Negative,0.9144665002822876,NA,0.0,NA,0.0,Positive,0.8964431285858154
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,Negative,0.8436430096626282,NA,0.0,NA,0.0
Sony Linkbuds original,Positive,0.8106182217597961,Positive,0.9319121241569519,NA,0.0,NA,0.0
Sony Linkbuds original,Negative,0.9960271120071411,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,Negative,0.557472825050354,Negative,0.7099431157112122,Negative,0.5510302782058716
Sony Linkbuds original,Negative,0.8581787347793579,Negative,0.744608461856842,Negative,0.763787031173706,NA,0.0
Sony Linkbuds original,Positive,0.7298105359077454,Positive,0.9138974547386169,NA,0.0,Positive,0.9251443147659302
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,Positive,0.9356763362884521,Positive,0.8866368532180786,NA,0.0
Sony Linkbuds original,Negative,0.8883144855499268,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,Neutral,0.5662203431129456
Sony Linkbuds original,NA,0.0,NA,0.0,Negative,0.9891552329063416,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,Positive,0.9828853607177734
Sony Linkbuds original,Positive,0.622968316078186,Positive,0.6620277762413025,NA,0.0,NA,0.0
Sony Linkbuds original,Positive,0.9583810567855835,Positive,0.9660993814468384,NA,0.0,Positive,0.9636783599853516
Sony Linkbuds original,NA,0.0,Positive,0.9523334503173828,NA,0.0,NA,0.0
Sony Linkbuds original,Negative,0.6992979645729065,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony Linkbuds original,Positive,0.9326286911964417,Positive,0.9094814658164978,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,Negative,0.6550672054290771
Sony Linkbuds original,NA,0.0,Negative,0.5579826235771179,NA,0.0,NA,0.0
Sony Linkbuds original,NA,0.0,NA,0.0,NA,0.0,Neutral,0.9092593789100647
Pixel Buds Pro,NA,0.0,NA,0.0,Positive,0.9108391404151917,NA,0.0
Pixel Buds Pro,Negative,0.9434029459953308,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,Positive,0.8177002668380737,Positive,0.8015783429145813,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,Positive,0.9977447986602783,NA,0.0,Positive,0.9981001019477844
Pixel Buds Pro,NA,0.0,NA,0.0,Positive,0.9979559183120728,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,Positive,0.9807690382003784,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,Positive,0.9941682815551758,NA,0.0
Pixel Buds Pro,Negative,0.9837779998779297,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,Positive,0.755526065826416,NA,0.0,Positive,0.749500572681427,NA,0.0
Pixel Buds Pro,Negative,0.8692000508308411,Negative,0.7957161068916321,Negative,0.839074432849884,Negative,0.8653832674026489
Pixel Buds Pro,Negative,0.9416314959526062,NA,0.0,Negative,0.8193825483322144,Negative,0.7149012088775635
Pixel Buds Pro,NA,0.0,Negative,0.9971154928207397,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,Positive,0.9451221227645874
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,Negative,0.982089638710022,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,Positive,0.9873994588851929
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,Positive,0.6394801139831543,NA,0.0,Positive,0.5542595982551575,Positive,0.701891303062439
Pixel Buds Pro,NA,0.0,Positive,0.9945964217185974,NA,0.0,Positive,0.9926128387451172
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,Positive,0.9774277210235596,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,Neutral,0.6315550208091736,NA,0.0,Positive,0.9885606169700623
Pixel Buds Pro,Positive,0.9927864670753479,NA,0.0,Positive,0.8244687914848328,Positive,0.9954066276550293
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,Positive,0.653102695941925,Positive,0.6381291151046753,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,Negative,0.631600022315979,NA,0.0
Pixel Buds Pro,NA,0.0,Negative,0.9914114475250244,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Pixel Buds Pro,Negative,0.8096135258674622,Negative,0.8161090016365051,NA,0.0,Negative,0.8102834224700928
Pixel Buds Pro,NA,0.0,NA,0.0,Negative,0.5316925644874573,NA,0.0
Pixel Buds Pro,NA,0.0,Negative,0.9358037114143372,NA,0.0,Negative,0.8171521425247192
Pixel Buds Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,Positive,0.9536838531494141,Positive,0.955784797668457,NA,0.0,Positive,0.9533915519714355
Soundcore Liberty 3,Positive,0.8493279814720154,Positive,0.8372250199317932,NA,0.0,Positive,0.8799260854721069
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,Negative,0.4994220733642578,NA,0.0,Negative,0.4967431128025055,NA,0.0
Soundcore Liberty 3,NA,0.0,Positive,0.9831827878952026,Positive,0.9806613922119141,Positive,0.9843549728393555
Soundcore Liberty 3,Negative,0.943370521068573,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,Positive,0.9836176633834839,NA,0.0,NA,0.0,Positive,0.9647870063781738
Soundcore Liberty 3,Positive,0.9678272604942322,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,Negative,0.5125361084938049,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,Positive,0.8289710283279419
Soundcore Liberty 3,NA,0.0,Negative,0.6890379786491394,Negative,0.5326800346374512,NA,0.0
Soundcore Liberty 3,Positive,0.9448100924491882,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,Positive,0.9803327322006226,Negative,0.7081348299980164,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,Negative,0.5278319120407104
Soundcore Liberty 3,Negative,0.6166529059410095,Positive,0.49154964089393616,NA,0.0,Negative,0.5505785346031189
Soundcore Liberty 3,NA,0.0,NA,0.0,Positive,0.448583722114563,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,Negative,0.9917100071907043,NA,0.0,Neutral,0.9419516921043396,NA,0.0
Soundcore Liberty 3,Negative,0.929712176322937,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,Negative,0.8735945820808411,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,Positive,0.597420334815979
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,Negative,0.47593924403190613,Positive,0.6927236914634705,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,Positive,0.7831381559371948,Positive,0.8213517069816589,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,Negative,0.7214832901954651,NA,0.0
Soundcore Liberty 3,NA,0.0,Negative,0.6393722295761108,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,Negative,0.6952818632125854,NA,0.0,Negative,0.8151270151138306
Soundcore Liberty 3,NA,0.0,NA,0.0,Negative,0.5095006823539734,NA,0.0
Soundcore Liberty 3,Negative,0.8403038382530212,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,Positive,0.5992711782455444,NA,0.0,Positive,0.5309509634971619,Positive,0.5844639539718628
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,Negative,0.5487759709358215
Soundcore Liberty 3,Positive,0.9008897542953491,NA,0.0,NA,0.0,Positive,0.9285293221473694
Soundcore Liberty 3,NA,0.0,Negative,0.9325884580612183,NA,0.0,Negative,0.9069202542304993
Soundcore Liberty 3,NA,0.0,NA,0.0,Negative,0.8701311349868774,NA,0.0
Soundcore Liberty 3,NA,0.0,Negative,0.6108402609825134,NA,0.0,Positive,0.8196411728858948
Soundcore Liberty 3,Negative,0.9570354223251343,NA,0.0,Negative,0.8523164987564087,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,Negative,0.9966700673103333,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,Negative,0.9546941518783569,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Soundcore Liberty 3,NA,0.0,NA,0.0,Negative,0.9689028859138489,NA,0.0
AirPods 3,NA,0.0,Positive,0.6573296785354614,Positive,0.8418720960617065,Positive,0.6481922268867493
AirPods 3,NA,0.0,Negative,0.8358384370803833,NA,0.0,NA,0.0
AirPods 3,Positive,0.7788636684417725,NA,0.0,Negative,0.5387575626373291,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,Positive,0.9012951254844666,Negative,0.4426640272140503,Negative,0.9027879238128662,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,Negative,0.692532479763031,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,Negative,0.8266487717628479,NA,0.0,NA,0.0
AirPods 3,Negative,0.9850769639015198,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,Negative,0.9857821464538574,NA,0.0,NA,0.0,Negative,0.9919639825820923
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,Positive,0.994924783706665
AirPods 3,NA,0.0,NA,0.0,NA,0.0,Positive,0.9958701729774475
AirPods 3,NA,0.0,NA,0.0,NA,0.0,Positive,0.9980822801589966
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,Positive,0.9951007962226868
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,Positive,0.995661199092865
AirPods 3,NA,0.0,NA,0.0,NA,0.0,Positive,0.9456416368484497
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,Negative,0.9818335175514221,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
